anio;pais;pais_iso2;pais_normalizado;pais_dash;pais_es;lat;long;ciudad;Organización;convocatoria;imagen_url;temas_ocr/themes;posible_duplicado_2425
2019;España;ES;Spain;spain;España;42.168083;-1.690491;Castejón;;;https://lh4.googleusercontent.com/rTXh8UO2UlcI6FigstpbnJC_eAt5X7gghxkLcgvQc5kiOyit3RvXFLDp0_DPi8ypjSf0UjNcEVIsaMNkkldaMFqabnDa5RKn2bzoh_cjjv9epBJ7AwTk8_g5SmAt7PU;;FALSE
2019;España;ES;Spain;spain;España;42.168865;-1.691409;Castejón;;;https://lh3.googleusercontent.com/8yCE3zKfMoTeBCY88aEeWTBMM-DBUtDuYMpg8ESXVABlEFNoYRWAUJ9QrmHlxUIwpBdpZs4JjWBymaUBmZSrc-1jJu0Gy-k_dCssSqoE-_7EtL6XRYgd6O_gcqf-4ww;;FALSE
2019;España;ES;Spain;spain;España;42.167535;-1.690503;Castejón;;;https://lh5.googleusercontent.com/ihb6NbtVdz-FQUOKx6e6y-fV5HKhA8NxOMJgG-dOl4PdDo6PHr6gvvjm51Yan8t_ItAMD0fHMqfMzQCSAZ2A61bnu9pglMiUAa56kKhajZNfDHT75XiG8coLC3BC3Os;;FALSE
2019;España;ES;Spain;spain;España;42.171498;-1.690316;Castejón;;;https://lh3.googleusercontent.com/lFXMDRdMlAH-zJoHKTNZ6h4oqk9xd8lOjtgex27usncSArHnZ4cpm3tQdKxDKNEgBwQ7MGjvWo2p9HdZgFkhDQRw1-KpqAlk9WddYKsISeg4uQwt3IyXNDcZC-N1wWI;;FALSE
2019;España;ES;Spain;spain;España;39.988322;-0.034521;Castelló de la Plana;;;https://lh4.googleusercontent.com/0DxwQjpX-KC6I2onSALy4lt76Zm-bmG1qa-q056iqMVTHTSdI81tbi3-7eezpTuLasIET7Qg7zMH5TOoRLD0SlrxoklmnZU7zeJEFNL8Fj7XlGP0UY1F8zK-25amfQ;;FALSE
2019;España;ES;Spain;spain;España;39.987933;-0.042614;Castelló de la Plana;;;https://lh5.googleusercontent.com/pPJ8Kd2RfJ3EZfRWMWg6CAY7gmth10VudgJ7zc6sPWFDsiOmi5RcKXfJvTb1uCoR7XZ5oC5Pf8KcjJcYnXg5eJ79QiK8w-2MsXNki7Ct23VwCyt69c8rP3F4fTKY1w;;FALSE
2019;España;ES;Spain;spain;España;42.95623;-9.191627;Cee;;;https://lh3.googleusercontent.com/ZMNwRaV1LYc83nonYHjqqwxKnosz0L8bl-H-L94w21JXfH5rtFAHEO9OF1EKMW9DRM49NSM1NzLNSgk9k4sAw7_lL9jXQaQVA97OKpFRzLyIzg4Xy3VG-BPacsuj6axl;;FALSE
2019;España;ES;Spain;spain;España;35.88727;-5.308222;Ceuta;;;https://lh4.googleusercontent.com/5DfOLxunht7V7xwSY3FM61NgvXpYfSKss9cc4URpP-s4dLf82JfvcumfJ-WToqeORx-RTYXUF-jxM0mK-JoP4XBKQEqVB1ct_QeCcPR1B6J1s52hP97ttaCcdNkDlZw;;FALSE
2019;España;ES;Spain;spain;España;35.88727;-5.308222;Ceuta;;;https://lh3.googleusercontent.com/MidPZwLzgVZdHygxiEe6htGb6vaH1e1rYjqqHE8wllt_1iQamk6uegjjMTfSBFXCuZnCl3hfdzK2Emv1Az22GYVa9HvnEVlwuM4XYLPiou5fTnT6ZPL3XbGFTTV1gQ;;FALSE
2019;España;ES;Spain;spain;España;35.887969;-5.312473;Ceuta;;;https://lh6.googleusercontent.com/Y3EZI8Hw4Yw335nu53gFGFUfI51VwM9T1nOwpgOlRxXD_VqRm0TdKr-jdmhRkWRWmTvq7sEG5R6NsfscyHGTi_oQYAxpUyI_6BwViwT6LLZm6tByktMmZDehrw0_Ig;;FALSE
2019;España;ES;Spain;spain;España;36.734403;-6.43325;Chipiona;;;https://lh5.googleusercontent.com/NUBdMODwRndvKS9xK9Scm-oEA7O8qmaJ_A5ZU7rIfhL3GJWZdY2iDlCNIMxSVJoG7yXFRnX3ng08bAm6LJHj3THfLu2Nbpxt8ojYhaSHmBHD83NkjuLQy8TTYG0XLZ0-;;FALSE
2019;España;ES;Spain;spain;España;38.240027;-1.416682;Cieza;;;https://lh4.googleusercontent.com/-FWgblknXZnSQLp5EmNzHZlw-ukRZ2XrhWsOefyqaygai3og-eZTeyBUu59R3RCw1irw3mHP8sf6eOHmpXvgH_Fr-9wXsXBQumQBArwTS37jAuSCNBb4bGle1a1t7S7a;;FALSE
2019;España;ES;Spain;spain;España;38.980207;-3.933627;Ciudad Real;;;https://lh3.googleusercontent.com/WoCrjUzcqDeye4TrPwF1vgA5OW9aQG-DnXNR4ktAZoLkzeIgojI0rSsLDcrvAUNgb5X1Rk10wQkNmsyhGYIZBF0CSsoGT0Ydj4CcQBou2vNOcUwtFtFtnHkf5GYamts;;FALSE
2019;España;ES;Spain;spain;España;41.41330375;1.928166881808696;Corbera de Llobregat;;;https://lh4.googleusercontent.com/OiJ9ILkSE6hzdvs_sTPzD-i2AuegWK5mses0K9OGlm7pY7SxAaBBnNUZyTB6Mh96_yz_6KlLt8qFqMiF41B43ehklDEdMcKJhgwRI1tn1LJx9BSHZqLQyga_8lAHhQ;;FALSE
2019;España;ES;Spain;spain;España;41.412995;1.928926;Corbera del Llobregat;;;https://lh3.googleusercontent.com/CC-dl1VAI40aGKIOCipoxMMr0AlFV5HfQiE0H3s-rrHAqD2Lir4KnpDSIvmPz9m-EQeKJqVr1xzEOSj3vfgEr3VhsZBoN3uw25E7QYGN0LQHmzimBbSZNG0DeLeBgP2X;;FALSE
2019;España;ES;Spain;spain;España;37.88903615;-4.788117996997542;Córdoba;;;https://lh5.googleusercontent.com/MVdpMXjs2l7LESkBERH8B6prQf6Uf5y3sWB4vVBqE1zRtsZZ17SmjDrolm7hOH9VuVTv5p6nqqjAFQ-AmiXsW0BE7YTKbcX1RKMkPb2dftTQoTTOpv1PWsYmUb3toV6k;;FALSE
2019;España;ES;Spain;spain;España;37.884809;-4.779807;Córdoba;;;https://lh5.googleusercontent.com/TuJ_YhCBOhpQQFeFx63ll4dRsBxHjOQ350OMxpmISK21-hyPUgXzSS6Lxy_EIpS6IE06xDTTDycMl76z_Su1x1xKqoQGDSmV2KdJKMPIs3xAj26V1NzjLcZiaP16iyM;;FALSE
2019;España;ES;Spain;spain;España;37.887832;-4.785632;Córdoba;;;https://lh4.googleusercontent.com/Uq4TMr1WCxYH2pz0l3GiazB2YscXPQxD5v0C1Ul-qzEm29yvI4qcg1TH2aseLnf5IbdiInkMx51dptZLPjsHMKchcZxUMlqr6a6BJv6fSh21_yI_iGa2ZvANlEwSC8jO;;FALSE
2019;España;ES;Spain;spain;España;40.424641;-3.54763;Coslada;;;https://lh6.googleusercontent.com/veRIP09i8gFeJ6CnBDIjK8dTR8Z5QUKiQRqGcD2H9_ABW7egVDANOK0k16iobs5KUjKmq5h44d5cNzSDKxaKcZvDb2FoAW-j25dTn_wsctStQnGpAnh7Vt6Mver0cA;;FALSE
2019;España;ES;Spain;spain;España;38.249275;-0.809719;Crevillent;;;https://lh5.googleusercontent.com/o15g0xwylfP6sIroupR_uNnNvlLF7bhcMWHHnyZwxr3aiA1j7nJhAdC66GbfG0GgzzGzaQjaNysVnbZHnQ9qdwkpt6OIlx1E9KV2x_qn1_grzU-grBxfcAEU2juglvw;;FALSE
2019;España;ES;Spain;spain;España;43.562977;-6.145788;Cudillero;;;https://lh5.googleusercontent.com/YWOb6gQX600Wi2Q11yvVg65cACOcaqtRd03lNt3RQ9Ovk_hDF4mX14v8ilstpH7ja5AMqzp0GDB_pu0hLDp_EE6gW2--OMvNGUEfdQEHGNRnQmQTZFQXFcDfj3isptBL;;FALSE
2019;España;ES;Spain;spain;España;40.078999;-2.138843;Cuenca;;;https://lh4.googleusercontent.com/5THytSGrQI5dWadHY9_d3dHZL6w40X7FMusQihiuriE4C8uVzglFT7QcpFHMRWLTpwbNbPQEGhQ0rApLsUPTeId8jrTURpaOIOUIWoAmiC_Moi26nc_qEDAlMh5vW08;;FALSE
2019;España;ES;Spain;spain;España;40.068094;-2.139757;Cuenca;;;https://lh5.googleusercontent.com/GveFc4b5HW_zh-Djoq859T652aTufw32BGWk1LRa4tFY7sI1EUxSVwGPrY6A3NypF_aogohoc5s2TJdyXrDEiveguZ_R2BESfoGgYi05oDCJKONQ5SgkDY9WlgxubyM;;FALSE
2019;España;ES;Spain;spain;España;40.075987;-2.131594;Cuenca;;;https://lh4.googleusercontent.com/TWbn98urwQjkr6cP6v6XvgDoWtiONAQKuP6EWCZBPyfQbBzQivNRmxiEDkZyq2Kjei9CpBG1qKayRH6VJ7MUCfFcgQY7jBACPJ0UoamM5_xzbJGfj9pHoI8ghp8Npyk;;FALSE
2019;España;ES;Spain;spain;España;40.073082;-2.137602;Cuenca;;;https://lh5.googleusercontent.com/ZkzIV82m_ZVIMnHdyJdU5Q1QKrUcvp6jdz5D_LXlAB9WKJEXOQCaJbHUtquhbRV1Y8IzO_s0rxu7X8HePT3IqsO8Goh_U-iIwQznDnAJBn4xxokzaT_h30Eu1IbaJ2s;;FALSE
2019;España;ES;Spain;spain;España;40.07844;-2.12978;Cuenca;;;https://lh4.googleusercontent.com/ygBCk0KofzmJCaf-dRjHJmCkRdmXpL7Wcd2cKjWRU30jlYnko99mbvod6B8g1GYWVwyK7XHEvbDZc1mof60SmZERVaW3eHMKj8zRkxFxt4ZUhsSu3aNWFYrr0KId9tY;;FALSE
2019;España;ES;Spain;spain;España;40.071976;-2.135702;Cuenca;;;https://lh5.googleusercontent.com/jA7TSD6xWJLMBV8lQD3loUWo4fGhWmjtG_ob9v5bJFPXNIN5Zt_mMBW7-xD5ZTIT04Nz2K9Hfym27OxUQRgQBNKhQNnBv2_2DD2YgL9zByLJej3XqKKE_9MtipGVsJ4P;;FALSE
2019;España;ES;Spain;spain;España;40.072115;-2.13481;Cuenca;;;https://lh3.googleusercontent.com/zH_y1N63s1i1GXtCAZwXm9JDd_s31dFi-whkprm9p6HbZZCk1n_M5a2hZfForVtiDY_7ALgz5NgEmePXW9LJjUFRb_vRoWCM1TTvzUh2HdW7_bCZT-cjgIuFsCOr_48;;FALSE
2019;España;ES;Spain;spain;España;40.079069;-2.138944;Cuenca;;;https://lh4.googleusercontent.com/-0EhurpdKk9sucNv_3vLQDbyXUi87gmzrmK6b79bqIRF_biZooFfDeoMJ8ZjLQrexAWme1Q_IYav7Denlld3yJ1cZoVeiSz0_TvZQv9k4LObgNcrXr1gGdHpAFCZOkM;;FALSE
2019;España;ES;Spain;spain;España;43.295632;-2.885085;Derio;;;https://lh4.googleusercontent.com/uVsI_BZ2WoB3CNc-IY6cCkU8SaitpHbhe2Bx6WCvt1vbRuNWSY5IuzEQo8rfkrQwOwtEwrtTqtNHvRjK6dJeyi3GFlyvbwsaM3V5wN-Gy3bvxFI8bzWb74G3TiDNQNw;;FALSE
2019;España;ES;Spain;spain;España;43.291665;-2.887002;Derio;;;https://lh6.googleusercontent.com/QoyAtOQA7tmSMizLaTdUqeIRTGMy4y0xElymNP7mvLDuEFtjuu1pzjdTZFyQuwocVag_FFPGdpRr9qk6ZaCS2Bgnm25e3XL63RQmQ7Rp-ocq2nNMOTymiMvBHLectw;;FALSE
2019;España;ES;Spain;spain;España;43.290922;-2.886258;Derio;;;https://lh4.googleusercontent.com/MwWQTk3dvzQzKQ2EII5H_OwYhnWs1kcObySY177ylLIksvyknMKd_-qoxYdLW0dbTyR8CPQS99JNHyEE95LpGrtB1W239bm0GwmR-dsoJUO4q_AV_sBy9zgvcNTK8DE;;FALSE
2019;España;ES;Spain;spain;España;43.291542;-2.885638;Derio;;;https://lh3.googleusercontent.com/eZkrtssSVOza2D3PZFH_eFSNYlXh0I929QJLl-WQfjiveVRNhcbx2XMUazLTY1_mKJ3kIOLEp3GeRb4chndykxJvcBmG3WlNNKN1vPckleM_6HoBWtggA2bcJuUhnN8;;FALSE
2019;España;ES;Spain;spain;España;43.2934651;-2.8872353;Derio;;;https://lh3.googleusercontent.com/PIpZzwUlB32YNiJotKWyranX3l8zzwWowkrP_A9mJ7u3xzU-Yw9YsLvRDvEOaHeen999AXv3U1qoVdaBQ4E4HDhu37vi9xfUIHwL0EhQlsdOl1QoWlVvgPrM-OgW83w;;FALSE
2019;España;ES;Spain;spain;España;43.2912989;-2.8868745;Derio;;;https://lh5.googleusercontent.com/bXeB9iX5uF8PWZYgE_KWkwx1O55C5M3Ty0Y4QX2tHMnQE1HOBlF0apq1MGMeWiIANRmpchw09x9A9QRYf9ScIkEceOBoc5YAzV1xzoenE0igxIZLtIBi0Sni5ljrMw;;FALSE
2019;España;ES;Spain;spain;España;43.290831;-2.887088;Derio;;;https://lh5.googleusercontent.com/B4lYILZ8_b4tOqHTQDBnI4bzQMaZzoTWmI7DWjDMKs2UwH6hWF-N0U_jIHC_AqPvm5f-LfHSk3rz0IFKQd6SHSAnskijFhIbKdGsS5NKJLt2qotF9woKoLEiGQ_D-sE;;FALSE
2019;España;ES;Spain;spain;España;43.31486;-1.998382;Donostia - San Sebastián;;;https://lh3.googleusercontent.com/0_mZH3zXJSSusVVOW0IBxzBkQWH0B3qPQA1bHBkjF1XD7mli9gfsOpInLNtw-u-kvFTdOoziZDjCmTpPS3nZ9TiSIiFWoAtWWQlSo4louOCor9aScxERZV7RYqYF4jon;;FALSE
2019;España;ES;Spain;spain;España;43.322679;-1.982581;Donostia - San Sebastián;;;https://lh3.googleusercontent.com/ovaXe-8TwEQZQN23N6ORxSqU8JcscVySedbnCsxmJwum3stuckI9gjcAiAolQqOP9muTeziQQe7IN8fC5xeTxph-AbpciMGxKC5jeSgOo1p3eUBP2Lk5xJqoSOtbcEgg;;FALSE
2019;España;ES;Spain;spain;España;43.323009;-1.981505;Donostia -San Sebastian;;;https://lh4.googleusercontent.com/KWwCD8PedVdgJIqOeaeoGIPAcySdP8RSLpyo14OxA5862BQUtI3WhdovCTLfNwofLIGyQy19uyBw8pKifO-Ca4-jw8xOWB7CoVZLc4tBjbzw8SCI8Rz92NgQD2Jz2g;;FALSE
2019;España;ES;Spain;spain;España;43.168225;-2.626914;Durango;;;https://lh3.googleusercontent.com/p3JttTBiC4SAq4UC9InNIaedIQmEnT45BT0yzRt9U_mdiMrYLPEcBA1fAFn780G7_NNWj_UGNiR23L_i_n0UJrfc9Y-mE5McT3-go1A8sE9zQYIf937bjUebkQ0Ftw;;FALSE
2019;España;ES;Spain;spain;España;43.167678;-2.630806;Durango;;;https://lh6.googleusercontent.com/rLLuQsI2TbkZpivJyPBjb1H_TbeIr5q_n_xN0hR4QVWszd8JFtG-G5v3bxc2xVDvmDtn6eXEBBGv9diHUp9g6xnHEV1QrCHyLJvrFhcueSvFjGyanJ4WGYTTKtz9fw;;FALSE
2019;España;ES;Spain;spain;España;43.167966;-2.628957;Durango;;;https://lh6.googleusercontent.com/bKHIhzvlYPxPCyKj8f0TahiwBQNVJZLPMwY-2ruSySKBbtJNFDzcv4rCv9T2W7oOHPGc2XQi4dvJ0caZiSPC9LNk-oyBqWMOWhrLWpB4rIi9yXgWRR0ykb4wLpxgGg;;FALSE
2019;España;ES;Spain;spain;España;38.9107763;1.4306544912886363;Eivissa-Ibiza;;;https://lh3.googleusercontent.com/6ptILzgbOSJGr5CoGPSxpvJtF03ZlRbL3UMZaDAFSrto_2jiZG5Ic-vYUk1N9GUVum1R8DZKsRL-YGMhZiAfQNtMUBnp9ZNTRcF79xEHjpan_3HObgVZIOwzilkoAbI;;FALSE
2019;España;ES;Spain;spain;España;42.126796;-1.138426;Ejea de los Caballeros;;;https://lh5.googleusercontent.com/bc8QdgWmkeNRhcVpT7MwoLA6QhUdNo_nbbH-EwgOfEGGZMUhlbnRQszD1lMNX4lnOSGLA_rD2xxtRdAuQ4DkWLFba0Qt3-69AR9hMM9NFCVIaj-kiK0G7RX9KKSKG7YH;;FALSE
2019;España;ES;Spain;spain;España;37.943423;-1.158845;El Palmar;;;https://lh4.googleusercontent.com/LJzPGwJ22yayAq1F_0U4d_KcPIJZAv-iooInKDoQ3GPjMNLGRg7SqiS5wU8BNEEkFDC1Rfy9lfMfthMUGFaeVCinh7aNSepwjdjOtLWAaa_BdV0WK6pk3z1rdO05GUc7;;FALSE
2019;España;ES;Spain;spain;España;37.938562;-1.161634;El Palmar;;;https://lh5.googleusercontent.com/jOpyLST_k6BW4YaClpN6yEUPGKR2aEoS7vxcMKr6P9yQacL_H2SXN8HZlamzLDfCZj6rjSsdVddtVUeFlfH9eCDMeqKIX2W-9uEE3lmSRxqEODqtPfUaxCMriyRRFGQ;;FALSE
2019;España;ES;Spain;spain;España;37.937398;-1.161512;El Palmar;;;https://lh5.googleusercontent.com/heSc-bL5ii8bOn0Od9ijCVC0VNWjG1_AUqpO5gz_Pkl6BCSy_p_gqdWQb-hA9d-cez2xc_4NR65eq0PtRFnCJXTbOml3I_NcSyvVst_uwKRPRnYCO8VniN4MD2_B-lU;;FALSE
2019;España;ES;Spain;spain;España;38.478932;-0.781903;Elda;;;https://lh5.googleusercontent.com/WwKsve6sKQ6xhaIRCTt1D052AFu58DfDQqnXOTsgRWmLDDb5lstjkpqpwfwRbsn4Q7xdIZaeZvU_ahk5oJXG7gUVpG-gdfbBYyYFY66xaN02-IJsjL3NIayDyR9mjkw;;FALSE
2019;España;ES;Spain;spain;España;43.142514;-1.520832;Elizondo;;;https://lh5.googleusercontent.com/7Fw4NQWWZNZlFTvJj6mMVylhvKh4_oLMgBd56sIV-Puy-BiLbEoty76vJ2x73vxTF9n_CP47gVlaQamNQnDh-waCRZ0uirFZpu7QPorwJV4UmjwysSoDc-lrbqlazmGc;;FALSE
2019;España;ES;Spain;spain;España;38.2160622;-0.6836212;Elx-Elche;;;https://lh6.googleusercontent.com/_y1GYMbjJWH9DksCDFwBxbUWkW-LoNRO-oU0vVfyMQ-nmiLmS9tGb3QLABQ9REiqDr94NoE9nZS4lqlqiT-s2j5Lh2XnW27ABRaNoq5eakHuIjQqxgoN9jkQXQM2gGk;;FALSE
2019;España;ES;Spain;spain;España;43.186028;-2.502154;Ermua;;;https://lh3.googleusercontent.com/VtadbQjVLSdN1H2jiEYwrQ07ghMJoaVqbGAaI5KEYnIhPfEpnJipmcDN8VmsyEg4TTqa-0MnJWPTiu9UeCiNGSKtrsuh33EySiUVjrZqrAkQZqVeY7_wnz5z2hRAxxRq;;FALSE
2019;España;ES;Spain;spain;España;42.670687;-2.034036;Estella - Lizarra;;;https://lh4.googleusercontent.com/oMQpKXP0nAKodOIHlv3EEk73A9-YaIAWO8mxLkvYVrncIonmpiycM4U8ATx5yBaRxKBqez4o6_HzxoDqG4FiKbjdJzTtYnZXoD6_xY8-rpswSR0bbFHJOn9Ghsh8pHA;;FALSE
2019;España;ES;Spain;spain;España;42.669665;-2.029448;Estella - Lizarra;;;https://lh5.googleusercontent.com/UlqNL5Lhp3v_aruNiYGNU09Ui8xir2wnKne3gKz5sf_Z0y2SZwjM8mxqhDh2M6es5P0j2dSvkjrAP7hGNrU4fcMiJCnxt91ITqzVlI0VEKHaxf51vqKkf50JObv1B1s;;FALSE
2019;España;ES;Spain;spain;España;42.672134;-2.029463;Estella - Lizarra;;;https://lh6.googleusercontent.com/4ogqvpMhcndsYNNnW_MGmKht6Epu-9NRblY6KGQwgAKdPZPLIqyz-0yeq53zEJ0J4JfucJEP7y97KOkyxms-nFjtdUj-cRWZumBSTY4xIFS9rsooHX-t3Skj06Rjk5I;;FALSE
2019;España;ES;Spain;spain;España;42.671784;-2.031324;Estella - Lizarra;;;https://lh6.googleusercontent.com/79Dc9-zcnVtybigP9ex_umoh2AttvqIPup4YaKOowMkbYy2ofNyGzf7rFlMxstsKTBkoXnKOtsIGAD9TRDFYuWyDmu5gARlgfaSpMhz23ZbxE16CZSvMOYOhmEJuQw;;FALSE
2019;España;ES;Spain;spain;España;42.6718;-2.029189;Estella - Lizarra;;;https://lh4.googleusercontent.com/21iBxSa8wlhI_cLNO8wsllhum5IhE988EHGYXD7IPCejgJiXPW9Z1vRseEX8tZEUHfZbXjeaeJtNbPjrdUCplRngPP6RtZY_XAFlF2y0KLftFAK1QJl9Hq6gtylqicXA;;FALSE
2019;España;ES;Spain;spain;España;42.672712;-2.029549;Estella - Lizarra;;;https://lh6.googleusercontent.com/kfn61qHK9H2xFV_lyLWKTiiyvmp_T9jLPS0Nt56lmbx2a_B3chuAAUS1hQ1Iulil_jRjwWtps7IHde-_fIF74OSRdkj3aCHdN00Oo6_EOC7B_HnpYSMu0iIYHcrU6-U;;FALSE
2019;España;ES;Spain;spain;España;41.145736;0.82023;Falset;;;https://lh3.googleusercontent.com/5_xTHgra4GF1y25SMqBzDSqUezGtjZCCeiOMbNnCgdj3aRseWUw_vM_pauyyDVNai_JyzTEwog9mrZft7h3__NZhIf64vUmqy12g6LGn-_R1BqQ8B_pevJkoY0gP2A;;FALSE
2019;España;ES;Spain;spain;España;41.145552;0.821412;Falset;;;https://lh6.googleusercontent.com/oxh9xxE19NDbnjyAT0sUzL15sMBFO8bSNwL8D5N7QyHQiDqqUzcQ_b_Cp0na_okR3JHeisq20OE90HD8iYl8cCqfdoNV7z0AWpIk5n20u6ME4XyjAqozEDj3S-Y5LLU;;FALSE
2019;España;ES;Spain;spain;España;43.48512935;-8.22990713482217;Ferrol;;;https://lh5.googleusercontent.com/PTeU5wk75BIiuV1RILzaUzIC55w9OujFR5RycmucE9Uw6cIzdmP547e7wmPw3OcQxOT2IZR4I-hiN3R4tyg2mwPtktRtMU_tLECbzL9qcUfGpV1lGfDj7moBywgL;;FALSE
2019;España;ES;Spain;spain;España;43.485754;-8.228523;Ferrol;;;https://lh6.googleusercontent.com/odMQt15X3iaRJJL7xrEeSxdbTbfL-Iv-QBveso6YsDn1mJxbWmRCm0iZnhqgpZKJWtvmzltagiX1_taXUGJl6eB4Z5ubkUmMyZcv2wqs7uHCkqRhhGXxeG8JvJ-bglc;;FALSE
2019;España;ES;Spain;spain;España;43.485595;-8.22842;Ferrol;;;https://lh6.googleusercontent.com/eSz5tLWE82TenF0LpCOyGlOr9IX_t0oD2NvSsZMR1drYImnVhzppQqpNlMTE7rfKJDz4Q3xLgvpr7v8Nr0XvmsKtp3USWJuen9kEcNMVeWRNstkFHlPTVbMPqYcsJoQ;;FALSE
2019;España;ES;Spain;spain;España;42.270312;2.963043;Figueres;;;https://lh6.googleusercontent.com/lEA3LwNAvZQ_MsLcgP9ZIXv9lfukHlCBUuz_YfzPzG4xNJW0nBOiA0TFT9wB15GtufilLFNQxrYI01haypg1nWpFBEEjoYVa8JFIZSQLCqPbnLhX47rxZuiPtPXBHWtU;;FALSE
2019;España;ES;Spain;spain;España;42.2687699;2.9599864;Figueres;;;https://lh3.googleusercontent.com/qGM3lXEjLBablkJWh70m-IfHrTWV2bbh5kssAG_LavuF2hOHv42EE0Q1Z0bTB6KoObiWy7qwfmTA6vgVXzK-s2uTg2vI5Kd5A4FW572VBWvrbPKR73ASMYdYNvRsgrNA;;FALSE
2019;España;ES;Spain;spain;España;42.2673244;2.9606168;Figueres;;;https://lh4.googleusercontent.com/lepMs8Bj8R-IlXmwos0Uph1HkCQqA3qKiT1Zg-M2oYn5B5lTWeqXlPKa56Nz5lL3r63gZXbSMCAGWnPoiAKVgGG9rAc3nHsSG3BBLn0U1g7MlrKfWMfVmNK4KxLFiCyA;;FALSE
2019;España;ES;Spain;spain;España;42.268539;2.960909;Figueres;;;https://lh3.googleusercontent.com/Rx41amU67JxC7xYZwbquBIlLDVDEKb-UaVQTiVwIBN2_lvvBrsdbBZX02YWZxVZE1HEl4TqqQBD40uayEKZ3zCEmauGysIwYU8y_2ZnFrHAE-8rzxl9vMWDEaEPdLe8;;FALSE
2019;España;ES;Spain;spain;España;42.2682906;2.9568634;Figueres;;;https://lh4.googleusercontent.com/LB7Uccfe2WWjPFyd-SnBaC6Iro3eBT56Sdo_D51F-M_V7V_9DlnxEAZCo7u-oDVuIi2I1aExb9-xYnr8LYWY5-yLP6VYNR5ExUdkufyMEzo9OWQDhrgsHOQ9cWZ8mDGa;;FALSE
2019;España;ES;Spain;spain;España;42.2691797;2.960790964152598;Figueres ;;;https://lh3.googleusercontent.com/7dniRLSlgR1xIpH9XzR38KrMOhEBt-h32oMwR8oad1DejjvkqqGO5rSEuvbmXSPj1wvp9qWfhivEcbV0Oukg77nRVw8xs0jydfmqF-WdApJJ9yulkQ71IDAAKTTLog;;FALSE
2019;España;ES;Spain;spain;España;42.788865;-0.92326;Garde;;;https://lh6.googleusercontent.com/vfgLhmcghaVP1JEU5jXWraZUyeb9Yz-Bm_0a5fun3EPoIggj9P8kK9vWWAiG94k_38hDj3J1BSenv68E3p--IILNi4Ycrre_Ao9wr2uUmNvMHOtLFQ5eRMOJ8TzuHmZZ;;FALSE
2019;España;ES;Spain;spain;España;42.8467089;-2.6735621;Gasteiz-Vitoria;;;https://lh3.googleusercontent.com/v2blAq53_wxie_Qk59opE1gJLT2dt64ZCZtrOWIUVVDVI6svTGIVvZc5SmqlE0ByxTA8ZJWmI5nfJBZcegis6bMTNaf6BEs9wbHoKKfe6YND6Fq8npAvD9j-C7ndFw;;FALSE
2019;España;ES;Spain;spain;España;40.310263;-3.732104;Getafe;;;https://lh5.googleusercontent.com/fivWFhAlJu8efwHyoQ9s9UCJWw3to6ry1JxZVspYpWHjeNtGtyc1KfODLrlKs0Mn2v26QkXuM0QXFk2e0FR2W1yL66dMUgAgh-cxbdTm0qrGg4ucrC--sc_-Wk0g29ST;;FALSE
2019;España;ES;Spain;spain;España;40.319164;-3.726638;Getafe;;;https://lh5.googleusercontent.com/iSha5ShnXcP7nV8UpKn0Lr08lPTPFPSjmYektw1UmS074RGt9LyAD1Duj7dtL0mILS8ZCNLJcp601oExflGpEa8aobM3206vvLbZZaHSXHWQE8nb70enxpoXqQY9IT0;;FALSE
2019;España;ES;Spain;spain;España;40.31816945;-3.728060143363389;Getafe;;;https://lh5.googleusercontent.com/HcvG9oBLWI2ilk26ziHDkWbtKjE4nFQ5-Wqcn04RjoBczixBFOaMsHpyJfcdEM57MH3-mIDHu6VFjaBYapmHstNIuSpdCPWMGZYNHUvcWc8k1t8pDfvZNwzi0mQoV94;;FALSE
2019;España;ES;Spain;spain;España;40.313923;-3.726845;Getafe;;;https://lh4.googleusercontent.com/rtOMjksHi5A_YX3rvrzq9TXwKA4iov8dgzlM289xz67bJk24QaMYJJBmLg1DWO4lR2wseVMbUSk7PHZeefkiUmer-BOgZLiIa65h_oVJ4f2vEmh1fHT7lr7wjD85UxEr;;FALSE
2019;España;ES;Spain;spain;España;40.304001;-3.736531;Getafe;;;https://lh4.googleusercontent.com/NlpGq_51dlsonnTbeiDtSEg-YlFfx40lcxRJf4ybNbhklS5lQ_fI6wr7eGnRBEvMlsj2YVqSPHvdjJCL2FyGozxVW2r0bQsOBgb8l5g070CtnUQZHeY0avcMUU0a7ZZM;;FALSE
2019;España;ES;Spain;spain;España;40.3150937;-3.7248793246049545;Getafe;;;https://lh6.googleusercontent.com/7wizWZvTw_RAEsPDKcsoJLqaSwoRbGd9FnHhvBcne-eT1b9v9byk0o1VtZDe-l_pXTfunOF2Bp2x5qmne5EckMPQPUqmFVAolFEllobjzjtrdUhiN-LgiokkC9nw-og;;FALSE
2019;España;ES;Spain;spain;España;40.314741;-3.723344;Getafe;;;https://lh3.googleusercontent.com/vVQnwQz-t-A0MKK3lZGVCL9MLGw10ARnvk0dCfCXJTWCQp1ps-yk2TC8rqDkpq49sYxMJE0g0h4Bk8PWVGnd_nBAbV3aMmi0e4dUNxQzjaVPIg4kpnvdpScBEGiDTA;;FALSE
